product_id,product_name,main_category,sub_category,ratings,no_of_ratings,price
825666e9-e803-4c19-873b-69b4ec89b6dc,Handicraft Bazarr Ethnic Pouf Cover Solid Patchwork Bean Bag Cover Throw Footstool Pouffes Cotton Handmade Designer Footre...,home & kitchen,Furniture,Get,Only 2 left in stock.,"฿2,000"
fa830ac8-c342-4e25-90b2-6987db6bf443,"Aain Bohemian Boho Nordic Style for Home Decor, Floating Rack for Bedroom Living Room Bathroom, Macrame Wall Hanging Woode...",home & kitchen,Furniture,1.0,1,"฿1,599"
f59e4643-3a05-4719-a815-3c40f7580fa4,"Subaa Standard Anodised Aluminium Idly Maker Satti Steamer Cooker Breakfast Idly Maker 12 Pot(1.3 Kg) Export Quality, Silv...",home & kitchen,Kitchen & Dining,4.3,287,"฿2,499"
05d52d12-2816-49d9-a49b-0b7404a80122,Rasper Clear Acrylic Writing Desk Acrylic Table Top Elevator (Small Size 16x12 Inch) Portable Laptop Table Adjustable Easy...,home & kitchen,Furniture,4.0,31,"฿3,325"
85b4e432-6668-42cf-928b-9c663c2ae207,"Supreme Futura Plastic Chairs for Home and Office (Set of 2, Milky White)",home & kitchen,Furniture,4.0,102,"฿3,999"
35a6e371-d0fb-47c2-902a-4b4deef9c01d,"MARTVIA Crystal Clear Toughened Glass Tea Cup with Convenient Solid Handle Cups, Espresso Mug Set for Tea, Coffee, Hot/Col...",home & kitchen,Kitchen & Dining,4.3,211,"฿1,299"
02c9917f-087f-4578-8166-33d5998a81d3,zahab Plastic Bathroom Cabinet White Single Door Glossy Finish 25 x 10 x 35 cm,home & kitchen,Furniture,3.8,223,"฿1,999"
366ca15b-b423-43d6-8846-2cab328739fe,"Milton Hexa Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 270 ml Each, 6 pcs x 665 ml Each, 6 pcs x 1.24 Ltrs ...",home & kitchen,Kitchen & Dining,Get,FREE Delivery by Amazon,"฿1,849"
4e63f301-7641-4624-b0b0-6df1e6c51513,HOKIPO Plastic Magic Sticker Series Self Adhesive Plastic Wall Mounted Bathroom Shelf (White),home & kitchen,Furniture,4.3,204,"฿1,499"
a5d19c89-5474-43d7-9430-ea12b7923595,"Portable Air Conditioners, Personal Air Conditioner Fan with 3 Speeds 7 Colors, Cordless Evaporative Air Cooler with Handl...",appliances,Air Conditioners,,,"฿6,361"
3f1d9938-49a2-4982-816d-8c35020ccc8b,Jaipuri Craft Wooden Decorative Rajasthani Hand Painted Elephant Stool | Rajasthani Home Decor Handicrafts | Home Decorati...,home & kitchen,Furniture,3.8,16,"฿1,499"
c02c1a9b-524e-4d39-8b93-a474d903f87b,"Borosil Hydra Travelmate Vacuum Insulated Tea & Coffee Stainless Steel Travel Mug, Spill Proof, Hot and Cold, 350 ml",home & kitchen,Kitchen & Dining,4.0,"1,350","฿1,095"
654934a3-8fbc-4cc4-bead-931b2978a405,PINK CITY ARTS Wooden Partition for Living Room Room Divider Partition Wall 4 Feet Partition/Wall Divider for Hall/Room Se...,home & kitchen,Furniture,4.5,68,"฿9,999"
704aeae8-2ea9-41e7-bf5e-7155c1dac683,"FOVERA Orthopedic Memory Foam Coccyx Seat Cushion for Tailbone, Sciatica, Lower Back Pain Relief - Ergonomic Contoured Cus...",home & kitchen,Furniture,4.1,"8,524","฿1,590"
aad10f46-19d0-49a0-abd4-f0da9f258f2c,"Appster 2"" Inch Symphony Compatible Cooler Wheels, 19mm Piller Size (Pack of 4 Pcs) Black",home & kitchen,Kitchen & Dining,3.8,20,฿499
3e26f26c-07e9-4175-9fa2-a43ba90871ac,"DeckUp Bei 2-Door Engineered Wood Shoe Rack with Wooden Legs (Walnut, Matte Finish)",home & kitchen,Furniture,4.2,"2,599","฿8,000"
e2cab417-b4f3-4713-9d5a-8b77c7e12a2e,"SKADIOO camping stove | Portable Gas Stove And Picnic Butane Gas Burner For Outdoor Camping, Hiking, Mini gas stove,Stainl...",home & kitchen,Kitchen & Dining,4.2,30,฿999
9328135f-a998-4d5d-ad94-2ba30e5300ae,"YASHODHARA Foldable Storage Bins Box Ottoman Bench Container Organizer with Cushion Seat Lid, Cube, Space Saving Storage B...",home & kitchen,Furniture,3.7,56,"฿1,299"
6098a3ec-64e8-488a-9c1a-bba31ed36646,Kaushalendra Swing Hammock Metal Accessory Chain Link Saliya Spring Hook 120 Kg Capacity (Silver),home & kitchen,Furniture,4.3,593,฿799
31d5c9f7-b2f9-44fc-aea8-3057f37fd37b,"Kuber Industries Plastic Bathroom Mug|Strong Plastic Material & Great Capicity|Size 14 x 14 x 12 CM,Pack of 2,Capicity 1 L...",home & kitchen,Kitchen & Dining,3.8,295,฿299
cb339162-e294-4848-8ae8-c906f5358c1b,"House of Quirk 5 Tier Adjustable Bookshelf,Natural Bamboo Bookcase Shelf Storage Organizer, Utility Shelf Rack for Living ...",home & kitchen,Furniture,3.6,344,"฿2,999"
9ff06e48-1053-43df-b56f-859c2513ccf4,"Hawkins 30 cm Die-Cast Multi Snack Pan with Glass Lid, Nonstick Mini Uttapam Tawa, Pancake Pan, Red (DCMS30G)",home & kitchen,Kitchen & Dining,4.5,37,"฿1,875"
49df6324-fcd6-4fcb-81a1-df4db1b98cc6,"Borosil Glass Mixing & Serving Bowls With Lids, Oven & Microwave Safe Bowl, Set of 2 (500 ml, 1.3 L), Borosilicate Glass, ...",home & kitchen,Kitchen & Dining,4.4,342,฿885
bcb796c6-aa45-4037-8404-46e1fb850bee,"A. SHARIF™ Stainless Steel Temperature Water Bottle Thermos, Double Wall Vacuum Intelligent Cup with LCD Smart Display for...",home & kitchen,Kitchen & Dining,3.1,34,฿999
1360ee39-f9f0-4b13-b1ce-0c6e1ff8f1b5,MTANK Nesting Coffee End Tables Modern Decor Side Wood Table for Home and Office (Grey),home & kitchen,Furniture,3.6,38,"฿17,999"
0d85afd8-0a42-446a-b0c2-97db4030e7ac,Coconut Stainless Steel Capsulated Bottom Sauce Pan - 500 ML (14 cm Diameter & Induction Friendly),home & kitchen,Kitchen & Dining,4.4,170,฿705
3a77fe66-da46-4ff4-b446-e266b642bd7b,"FASNO Multipurpose Portable Folding Shoe Rack 4 Layer Organizer with Cover, Plastic Frame Plastic Connectors, Home Furnitu...",home & kitchen,Furniture,3.0,21,฿799
8635ba4d-1921-4c8e-85d8-86ef566e1916,ROYAL TREND Door Mat Rugs for Home & Kitchen| Half Sunflower Shape| Bath mat| Pink Color ( 16 X 34 Inches ),home & kitchen,Furniture,3.1,33,฿999
e7016ca7-598c-4cb2-b31c-78fcb34cdaa5,"Spineheal 3 Inch Dual Side Reversible Sigle Bed Size Mattress, 3 Fold Firm Orthopedic; Travelling or Picnic Mattress (Blu...",home & kitchen,Furniture,3.7,19,"฿2,599"
ba913174-65fc-48f4-8cdb-c430cb2881ec,"YOYOW® Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Por...",home & kitchen,Furniture,3.9,"1,116",฿999
b50718e2-ca5d-497f-901b-1bbea5436e95,CIPLAPLAST Rich Look Bathroom Cabinet With Mirror Ivory | Bathroom Shelf | Bathroom Mirrors With Storage | Mirror Cupboard...,home & kitchen,Furniture,4.1,178,"฿5,999"
19f3847d-eaa6-46f0-a73b-ef4dc0872f62,Recron Certified Unwind Rollaway Polyester Bed - Maroon,home & kitchen,Furniture,3.8,18,"฿2,599"
3e71fa0a-f87c-4ab4-9df4-9a1a9b3b1d44,Kitchen Press Holder Stand Black matt Flat,home & kitchen,Kitchen & Dining,3.8,6,฿799
78f25af4-969b-4dc6-b5fc-45a73561758f,Boldfit Stainless Steel Water Bottle 1 Litre Hot Water Bottle for Men Women Double Wall Insulated Water Bottles Thermostee...,home & kitchen,Kitchen & Dining,4.6,182,"฿1,499"
74adcc1f-0326-485f-98fd-ed06f2bfa4aa,MBTC Vista Mid Back Revolving Office Chair - Dark Brown,home & kitchen,Furniture,3.8,489,"฿7,999"
6a83b387-1641-4b27-be41-659df13e62a1,"Capital Art Engineered Wood Modern 1 Drawer Wood Side Table with Tray Top, Storage Drawer and Shelf Nightstand, 1 Drawer, ...",home & kitchen,Furniture,,,"฿6,000"
e50158f4-948e-4292-ac72-5e9d27def085,HDPRO 80cm(32 Inches) FHD IPS Frame Less Android Smart TV Stream OnDemand Content Instantly |Browse The Web|Watch Videos O...,"tv, audio & cameras",Televisions,,,"฿20,490"
19ecf706-8e14-4445-88f0-61c2d0536519,"Amazon Brand - Solimo Multi-purpose Plastic Stackable Racks (2-Layered, White)",home & kitchen,Kitchen & Dining,3.8,72,"฿1,099"
be80fc95-d059-421c-ad2c-cc65ec36e284,Anikaa Jinny Engineered Wood Dressing Wall Mirrors/Wall Hanging Dressing Mirrors with Shelf/Decorative Wall Mirror/Dressin...,home & kitchen,Furniture,4.0,52,"฿3,999"
7a9255aa-670f-42b8-978e-e52add69703e,"AKSHARAM Pavana Engineered Wood TV Entertainment Wall Unit with Shelving Wenge, for TV Upto 55""",home & kitchen,Furniture,3.4,3,"฿9,990"
d8f8908c-4a8e-47b1-8a36-a5d660438277,"Wall1ders 150 Square 3 cm Silver, Mirror Stickers for Wall, Acrylic Mirror Wall Decor Sticker, Wall Mirror Stickers, Acryl...",home & kitchen,Furniture,3.6,25,฿999
885a5bd6-b3ba-4fbf-ad44-03e57a6e85ba,"GARBNOIRE Premium Stainless Steel Towel Bar, Bathroom Towel Rod Holder, Wall Mounted Hand Towel Rail, Towel Hanger for Bat...",home & kitchen,Furniture,4.2,448,฿499
2abaa7f1-070c-49bc-857e-f722cfc5a09b,"IMPODA 4 x Small 1"" Single Wheel Puff Castor for Centre Table Furniture/80 kg Load Capacity (Black, 25 mm)",home & kitchen,Furniture,3.8,472,฿699
01afeda6-169c-42fb-b58c-e711da450053,"Vinod Stainless Steel Kadai with Glass Lid- 24 cm, 2.7 LTR (Induction Friendly), Silver",home & kitchen,Kitchen & Dining,4.2,"2,056","฿1,320"
e1c9112b-983a-4456-ab8f-e35105c346d3,"8Cross™️ Multipurpose Foldable Laptop Table with Cup Holder Mac Holder Study Table, Breakfast Table, Foldable Portable/Erg...",home & kitchen,Furniture,4.5,3,"฿1,299"
3828c04b-4660-42be-9888-bd250c739b3b,OrientalWeavers Polypropylene Anti Slip Floor Door Mat Bathmat with Rubber Backing for Home Living Room Bedroom Entrance (...,home & kitchen,Furniture,,,฿449
8ecf569a-2693-4b32-bb7f-a55670142ccf,"Milton Fiesta 1500 Insulated Inner Stainless Steel Casserole, 1370 ml, White Silver",home & kitchen,Kitchen & Dining,4.0,"1,403",฿755
359f63a0-5241-4890-9a9d-5fc2d87ed391,"BRUSH HOUSE (Pack of 4) 2"" Heavy Duty Single Wheel Caster 50 MM Wheels 360 Degree Rotating Swivel - Best for Office Chair ...",home & kitchen,Furniture,,,฿699
d034af9c-4cf3-4b86-9303-2ec68e910919,Handmakers ! Natural Bamboo (SARKANDA) Mudda Chair & Stool with Beige Set (1 Chair + 1 Stool),home & kitchen,Furniture,4.4,307,"฿2,499"
ed205bfa-b103-4070-88db-98b813bb6abf,Arena Stainless Steel 3 in 1 Multipurpose Bathroom Shelf/Rack/Towel Hanger/Tumbler Holder/Bathroom Accessories (15 x 6 Inc...,home & kitchen,Furniture,3.9,75,"฿2,599"
2fd16f4d-bfd8-488d-92ad-96792b720b86,"Kuber Industries Horse Design PVC 6 Piece Dining Table Placemat Set with Tea Coasters (Brown-CTKTC032183, Standard, Polyvi...",home & kitchen,Kitchen & Dining,3.8,"1,646",฿239
87c65cbd-e425-4bcb-bb68-65337dfa5580,Ash & Roh® - 400ml Glass Jar with Straw and Handle | Solid Containers for Juice water shakes and Milk | Home and Restauran...,home & kitchen,Kitchen & Dining,4.0,"1,781",฿899
9902066c-781e-440b-ae0f-1b1281a70e07,"AGARO Classic Moka Pot, Stovetop Espresso and Coffee Maker, 240 Ml, Premium Aluminium Built, Italian Style Mocha, Cuban Ca...",home & kitchen,Kitchen & Dining,4.3,11,"฿1,299"
56f4a293-3fa6-49d6-8e87-18c030696a49,"Milton Atlantis 400 Thermosteel Hot and Cold Water Bottle, 350 ml, Blue",home & kitchen,Kitchen & Dining,4.0,153,฿725
843da232-1795-4b64-a73c-534c05493d93,DECCAN PLAST Center/Coffee Table | Innova Series | RWD | Made of Plastic | Living Room/Bedroom/Garden/Outdoors,home & kitchen,Furniture,5.0,1,"฿1,530"
3372c911-0cb0-463a-bd9d-33dc3769d1c1,"SMARTSLIDE Stainless Steel 2 Shelf Kitchen and Bathroom Detergent Rack, Holder, Organizer, Shelf Bathroom Accessories, Wal...",home & kitchen,Furniture,4.4,143,"฿1,899"
95a4833b-7083-4173-aeb9-22e293654fe7,deeplax Stainless steels Square bathrooms Towel Holder/Rod/Stand/Hanger/Rail/bar/Robe/Rack/Bathroom Accessories/Chrome Fin...,home & kitchen,Furniture,3.9,25,฿399
49ef8918-49cd-438c-8289-369cef5f96e4,Plantex Stainless Steel 5in1 Multipurpose Bathroom Shelf and Rack/Shower Caddy/Bathroom Storage Shelf/Holder/Bathroom Acce...,home & kitchen,Furniture,4.1,724,"฿2,599"
687b67ff-ed69-4a80-bf63-d6ee334d14ec,ZIPZAG Plastic Food Storage Re-Usable Bag Safe for Freezer & Microwave 10 Pcs (Clear) (Large),home & kitchen,Kitchen & Dining,4.1,"2,731",฿699
fb6e1559-1b94-4b5b-96b4-5449f988f32c,P P CHAIR Office Visitor revolving Boom Chair Spare Parts Accessories Net Back with nut Bolts and Key fit to Every Chair(P...,home & kitchen,Furniture,3.9,46,"฿1,399"
b5dbf50c-7f1a-42f4-a67a-c7a92d6bcb7f,Fabrique Visionary 3+2+1 Leatherette 6 Seater Maroon Sofa Set,home & kitchen,Furniture,4.2,9,"฿87,000"
63f4cbbd-4ab4-432b-bc32-d08fd00d07c1,LAFILLETTE Plastic Folding Step Stool 16 Inch,home & kitchen,Furniture,4.4,14,฿899
2890c33c-6a31-43ad-8e7b-3471eccbe4b8,Fastro Transparent Measuring Jug 250ml & 500ml Moulded in Polypropylene (Polylab) with Handle Combo Pack,home & kitchen,Kitchen & Dining,3.9,32,฿300
e7ddaef9-812b-4f24-8409-2891c37ae357,SmartSlide Cutlery tray for Kitchen Drawer/Cutlery Cosmetic Stationery Storage Organizer/Cutlery Organizer Tray for Modula...,home & kitchen,Kitchen & Dining,4.2,70,"฿3,949"
3771cbdd-686b-432a-9c02-7669c7a98dce,"Anushka Metals Non Revolving Cake Stand Pedestal 9"" Diameter (Top), Strong Metal (White)",home & kitchen,Kitchen & Dining,3.9,392,"฿1,749"
b6634780-81de-4391-9bac-fed674adf855,"Borosil Feast Stainless Steel Lunch Boxes with Carry Bag, Horizontal Set of 2 (400 ml Each), Lunch Boxes for Office, Schoo...",home & kitchen,Kitchen & Dining,Get,FREE Delivery by Amazon,฿795
52fa08ba-7cbb-4fd0-b6d8-88ddf614130d,Sudarshan Sticker Acrylic OM with Ganesha 3D Mirror Wall Sticker (Golden),home & kitchen,Furniture,3.7,16,฿999
100d0ca6-9784-40cd-a9d1-4d070483c8b5,"Anjali - SC03 4-in-1 Scraper, Brown",home & kitchen,Kitchen & Dining,4.0,408,฿104
05f9f718-12b8-4aaf-8eb1-94445c2485fe,PEARL WORLD Baby Sofa Seat Chair Cartoon New Born Baby Kids Baby Rocking Chair for Baby Sofa Chair Plush Cushion Sofa Play...,home & kitchen,Furniture,1.0,1,"฿1,999"
fb3728ed-8a7f-4e67-a595-97a03caf1942,"MADHULI Multifunctional Study Table, Wooden Kids Table, Lap Desk for Study, Foldable and Portable Study Desk, Bed Table, L...",home & kitchen,Furniture,3.2,4,"฿1,799"
c4db7904-5409-483c-a0c1-841ecc81575a,"Vinod Stainless Steel Bremen Saucepot with Glass Lid - 20 cm Diameter, 3 litres Capacity (Induction and Gas Stove Friendl...",home & kitchen,Kitchen & Dining,3.7,631,฿850
c1812cff-34dd-4f42-90e4-2b1b8549e395,"EEMWAY Non Woven Fabric Cover/outer Cover Compatible for 6layer Shoe Rack (Beige, 24x 12x 42 Inches)",home & kitchen,Furniture,3.9,356,฿500
0b0071f3-74f0-4242-b5db-afcfbc1be556,White Westinghouse Split 1 Ton 5 Star AC - 100% Copper,appliances,Air Conditioners,,,"฿49,999"
ee7594ac-907d-4a93-9670-959155f80068,Shoper cart Multipurpose Wooden Prelam Kitchen Wall Shelf/Wooden Wall Mounted Shelves For Kitchen/Wall Shelf/Kitchen Stora...,home & kitchen,Furniture,4.0,94,"฿2,300"
616617d9-c4d6-4c05-a725-636f6c447cd5,"GODREJ INTERIO Sally Mid Back Office Chair in Knitted Fabric, Royal Blue Color",home & kitchen,Furniture,,,"฿7,434"
ded59a61-fc4d-4dc1-b648-dae8840f9bb0,CHELUSA Portable Hand Mixer Grinder Chopper Vegetable Cutter Onion Garlic Ginger Pepper Crusher Wet Dry Machine Mini Elect...,home & kitchen,Kitchen & Dining,3.5,6,฿899
e3816faa-0a1d-4a88-8639-43e60cf01457,"JVS ™ wist n Pick Wood Colour Base, Black - SRI 36",home & kitchen,Kitchen & Dining,4.4,709,"฿1,095"
b61274b3-04ed-44bb-97b9-a4c00d191898,Weavers Villa 1 Piece Cotton Blend Woven Door Mat,home & kitchen,Furniture,4.0,64,฿599
45936dd2-3cd5-4603-a029-b2b3f295dbb1,Woodkartindia Modern Design Wooden Wall Shelves/Wall Bracket/Wall Shelf for Home Decor Home Living Room,home & kitchen,Furniture,4.1,364,"฿2,199"
c682a3d2-572b-439c-bd29-4bd27b66056b,SPRINGWAY - Brand of Happiness | Supremo-6 Stainless Steel 4Ltr Multi Kadai with Induction Base & 6 Stainless Steel Plates...,home & kitchen,Kitchen & Dining,3.9,136,"฿3,399"
e21feae1-bd1c-4d7f-9a27-3966b9f7d87a,Aristo Store Queen111 Plastic Storage Container-320 ml (4 PCS SET),home & kitchen,Kitchen & Dining,3.0,2,฿142
824f0cf1-ad00-4c29-bdfc-18eb27eef892,Amazon Brand - Solimo ISI Certified Manual Ignition 2 Burner Glass Top Gas Stove - Black,home & kitchen,Kitchen & Dining,3.7,670,"฿4,100"
aef2de3a-80a4-443b-8522-cab16080737b,Sixfire Stainless Steel Temperature Smart Vacuum Insulated Thermos Water Bottle with LED Temperature Display Stainless Ste...,home & kitchen,Kitchen & Dining,3.2,376,฿899
badcf7ef-5f9a-4e3f-ab51-aba4e1323e51,Dyazo Zigzag Height Adjustable Ventilated Aluminium Tabletop Laptop Stand with 6 Angles Multi-Angle Compatible for MacBook...,home & kitchen,Furniture,4.3,"1,641","฿1,999"
28e857cf-7420-4256-a1ea-f7fa84e1fa4a,Plantex Stainless Steel Corner/Bathroom Shelf/Kitchen Shelf/Bathroom Accessories (9 x 9 Inches) - Wall Mount,home & kitchen,Furniture,5.0,1,"฿1,649"
f504953f-f081-474e-bfc4-58856eb425ee,"Kuber Industries Flower Design PVC Wardrobe Kitchen Drawer Cupboard Cabinet Shelf Mat, Shelf Liner 5 Mtr (Cream) - CTKTC40...",home & kitchen,Kitchen & Dining,4.1,150,฿699
b19bdfe7-8d43-4028-a49c-a5fb890b3791,"MERCAPE Pure Copper Water Bottle with Ayurvedic health benefits,Lacquer copper bottle 1 litre, copper bottle set, copper w...",home & kitchen,Kitchen & Dining,3.6,16,"฿1,699"
77e1d473-5a59-4ca1-a7e1-31c58481decf,MADE OF EARTH Office Table Study Table Computer Desk (ST-01-B) Modern Sturdy Office Desk PC Laptop Study Writing Table for...,home & kitchen,Furniture,4.4,4,"฿5,999"
a20123ec-5c89-40a8-b95e-0be5b91d216e,"Dratal Adjustable Under Desk Footrest - Ergonomic Foot Rest with Massage Texture and Roller, Foot Stool with 6 Adjustable ...",home & kitchen,Furniture,,,"฿2,999"
c71a5dd7-5154-45db-b6c7-cc54d1a8ecb2,"Medieval Arts Mina Solid Wood Hand Painted Wall Hanging Jharokha Frame (Red, 16 inches)",home & kitchen,Furniture,4.2,30,"฿1,299"
35279ed0-5efd-4e80-9945-734d0bb8cae0,"Signoraware Fliptop-Aqua Fresh Plastic Water Bottle Set, 500ml/6cm, Set of 4, Multicolour",home & kitchen,Kitchen & Dining,4.3,308,฿392
d483775e-301c-480b-8e0b-2b608c5ee8b5,SAYGOER Black Coffee Table Small Square Coffee Tables Simple Modern Center Table for Living Room Home Office 27.6 * 27.6 *...,home & kitchen,Furniture,4.6,442,"฿8,599"
b6990063-ace4-4cd3-9327-8d920a08b58f,"Offo™ DC Comics Action Figure [15 cm] for Home Decors, Office Desk and Study Table, (Super Girl)",home & kitchen,Furniture,4.0,9,฿999
fd80f377-423b-4bfc-b204-813f393e684f,suyta smart kitchen ELECTRONICS TOP LOAD WASHING MACHINE MODEL - 4,appliances,Washing Machines,,,"฿19,000"
250237c8-69a0-41be-a7d6-334ad5a316b2,"NUTECH IMPEX 18 Inch Round Velvet Stools Set of 5 RELQUATTY Thickened 9.5mm Metal Vanity Seat Sitting Chairs for Dinning, ...",home & kitchen,Furniture,2.4,53,"฿6,899"
36957198-21bd-497d-9767-d5d0fb043e2a,"Hawkins Futura 5 Pieces Cookware Set 4 - Non Stick Kadhai, Two Frying Pans, Saucepan, Saute Pan and Two Glass Lids, Black...",home & kitchen,Kitchen & Dining,4.3,"2,234","฿6,110"
03e68186-fe79-46bb-b383-cc245dabaec1,Woodsy Router TV Setup Box Wall Shelf WiFi Stand Mounted Rack Car Shaped Holder/Wall Rack Storage for Living Room Decoration,home & kitchen,Furniture,3.7,142,"฿1,099"
080fbba5-83fc-43c6-88b1-f31142f5cdb6,"Gift Basket Handmade Earthen Eco-Friendly Water Bottle, Soil Water Bottle, Clay Water Bottle with Cap Leak Proof, Mitti Bo...",home & kitchen,Kitchen & Dining,,,฿999
a4c1477f-4453-426b-8146-c0a2a350d0f1,"Bello Borosilicate 3.3 Glass Beaker 5 ml, 10ml, 25 ml, 50 ml, 100 ml, 250 ml, 500 ml with Graduation Marks, Beakers Pack o...",home & kitchen,Kitchen & Dining,4.2,29,฿899
4111ced7-f174-4501-b2f6-002721b8c6db,"Laptop Bed Tray Desk with LED Desk Light, SAIJI Adjustable Laptop Stand for Bed, XX-Large PVC Leather Foldable Laptop Tabl...",home & kitchen,Furniture,4.6,98,"฿11,749"
f7a8b22d-6193-4f0c-b866-40944c9a8615,LLOYD 109 cm (43 Inches) 4K Ultra HD Smart LED TV 43UX900D (Black) (2022 Model),"tv, audio & cameras",Televisions,,,"฿47,990"
969c7017-6dd8-4761-9695-2690cf8df94a,Divine Handicraft to My Bestie if I Could give You one Thing in Life |Gift for Friends | Happy Friendship Day Gift | White...,home & kitchen,Kitchen & Dining,4.5,29,฿599
5e75b6d3-5549-4394-8a99-b2fff68ef625,EQUIPAGECART Pink Pig Family Cartoon Theme Stainless Steel Spoon & Fork Set for Kids - Baby Feeding Spoon and Fork Set (2 ...,home & kitchen,Kitchen & Dining,4.7,8,฿399
b81c3302-1a25-4ee3-93be-c075fd30819d,Nilkamal Freedom FMDR2BE Plastic Storage Cabinet with 2 Drawer Clothes Organizer | Shelves| Wardrobe | Living Room | Adult...,home & kitchen,Furniture,4.0,727,"฿6,900"
108760a0-6af6-41dd-9af2-e25618946890,"ORUM Foldable Wooden Laptop Bed Tray Table, Multifunction Lap Tablet Desk with Cup Holder, Perfect for Eating Breakfast, R...",home & kitchen,Furniture,,,฿999
675e3e46-e0d4-4c41-bc60-7bcda2a8955b,"Jay Dwarakadhish Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Tabletop, Bed Table, Breakfast Table, Fol...",home & kitchen,Furniture,,,฿799
70f932ef-9ec7-405f-8fec-3a37b876e19e,Torche {16 x 40 Inches } Wooden Wall Mounted Table | Wall Study | Desk Table for Home and Office | Foldable Table. [White],home & kitchen,Furniture,4.7,10,"฿6,000"
d596f863-2261-4f71-bbb0-0386715750ad,E Trend Furniture : Office chair Stand Revolving Chair Base With wheels | 5 years guarantee | computer chair stand metal s...,home & kitchen,Furniture,4.5,7,฿999
95d49d7c-3f33-46e1-9dd7-9c152e1e3594,"AAROORA Centre and Coffee Table for Living Room and Reception Hall ( Engineered Wood,Wenge )",home & kitchen,Furniture,3.5,62,"฿4,199"
1784c3e8-a4d7-48fc-91ee-2ada09332af7,"MODERN FAB Super Soft Anti Skid Solid Bathroom Rugs for Home, Bedroom, Living Rooms Entrance Microfiber Door mats Size 40x...",home & kitchen,Furniture,3.8,21,฿899
048efc04-db3d-42ff-8df2-f838316299d5,Deevine Craft 5-Inch Thick Soft Cotton Foldable Single Bed Box Mattress | Gadda Medium Soft Cotton Gingham Plaid Checkered...,home & kitchen,Furniture,3.2,27,"฿2,998"
8b37cb52-32b1-4c8c-aa23-be4cdbcabba9,Nixnine Heavy Duty 4 -Wheels Roller Moving Castor Four Nylon Wheel for Furniture Table Trolley 375/400Kg Load Capacity Sil...,home & kitchen,Furniture,3.7,32,฿795
7dfe17c1-b060-41bb-9602-6a3f868d5e04,TCCO ENTERPRISE 120 ml Salt & Pepper Square Glass Spice Jar with Black Sifter Two Sided Sifter Cap (Shaker Holes/Pour Ope...,home & kitchen,Kitchen & Dining,4.4,161,฿499
28e9ed6f-258f-4492-a032-e7d2052faf05,Nilkamal Comfy Plastic Chairs Set of 2 for Dining Room|Living Room|Balcony|Patio Chair|Indoor|Outdoor|Office Work & Shop| ...,home & kitchen,Furniture,5.0,1,"฿2,900"
cb12c5cf-31b0-47d7-a8bf-65c23d41eb0a,Wipro Furniture Fabric Ergonomic Office Chairs (Black),home & kitchen,Furniture,4.2,431,"฿14,400"
819cae34-59c3-4038-8bb7-f94adb3a1620,The Gifti Cotton Prayer Mat/Aasan/Pooja Mat/Meditation Mat/Multipurpose Use Pack of 4 (Blue Colour),home & kitchen,Furniture,2.0,1,฿749
a09c3709-4aa2-4cc1-914f-27f61100db5d,MACCA Brand - XXXL Clasic Bean Bag Filled with Beans Ready to Use (Faux Leather) (Navy Blue),home & kitchen,Furniture,4.1,5,"฿2,499"
dae74276-6954-4db7-ba04-b79a5df24634,Dynore Stainles Steel Delux 800 ml of Milk Jug,home & kitchen,Kitchen & Dining,4.2,113,฿500
c92781cc-924e-4ef2-81bf-7d56aedf92ef,"Primeway Polyester Microfibre Absorbent Large Dish Drying Sink Mat, 45x40cm, Grey",home & kitchen,Kitchen & Dining,4.2,311,฿745
50d77914-994a-4b35-8a0b-d84196661dfd,"INDIAN DECOR. 567766 Umbrella Stand/Umbrella Rack Black Metal Umbrella Stand, Umbrella Storage Bucket for Household Commer...",home & kitchen,Furniture,4.6,3,"฿8,999"
f196c43c-65b0-4c3b-912f-6accfd9ac0b6,"Victorinox Stainless Steel Kitchen Knife, ""Swiss Classic"" 10 cm Stamped Knife with Straight Edge, Beveled Tip for Professi...",home & kitchen,Kitchen & Dining,4.3,"1,152",฿490
16d0c381-1f18-4c26-885a-42d1d3535231,"Oddy Uniwraps Ecoback for Baking 'N' Cooking Paper - 380mm x 20Mtrs, White",home & kitchen,Kitchen & Dining,4.5,312,฿330
95b1a98d-34cb-4dab-bca5-880773c90a54,"CSI INTERNATIONAL Crystal Clear Water Bottle for Fridge, for Home Office Gym School Boy, Unbreakable 1000 ml Bottle - Set ...",home & kitchen,Kitchen & Dining,4.2,7,฿999
510a8b2d-7401-4100-a294-6dffe0d6b1eb,"Mr. Butler Glass Bottle with Extra Caps, 1 Litre, Pack of 4, Clear",home & kitchen,Kitchen & Dining,4.3,"1,572",฿690
96509809-b377-42ea-a1cf-ad485afe798e,Amazon Brand - Solimo Airtight Storage Containers with Handle | Fridge Storage Container | Set of 3 | 5000ml Each,home & kitchen,Kitchen & Dining,5.0,1,฿619
6cd2d802-6d96-4848-b309-2e0d3778751d,"Tupperware Tropical Plastic Container Set, 230ml, Set of 4, Multicolour (Tup_B018LYIUIU)",home & kitchen,Kitchen & Dining,3.9,64,฿900
